Job Title,Company Name,Post Date,Location,Job Requirements,Job Page Links,Job Responsibilities
Cloud Solution Architect - R&D,Link Datacenter,10 days ago,"Dokki, Giza, Egypt ",Full timeExperienced · 2 - 4 Yrs of Exp · Engineering · Software Engineering · Information Technology (IT) · Computer Science · Linux · FOSS · Networking · AWS · Azure · Big Data,https://wuzzuf.net/jobs/p/IFhRK6qjWjIv-Cloud-Solution-Architect---RD-Link-Datacenter-Giza-Egypt?o=37&l=sp&t=sj&a=python|search-v3|hpb,"-Work as team member in new project implementation based on Open source different technologies
-Design and implement multi-tier Hosting/Cloud solutions, management systems, and integrate different system/ technologies to reach the most efficient and cost-effective solution that meets company’s business goals.
-Hands-on multiple platform Linux, FOSS (free open source software), security experience supporting sophisticated mission critical environments.
-Handle/ assign technical research tasks.
-Document technical research result and maintain it up to date.
-Manage and document testing and benchmark of new products/services.
-Work in team to enhance Data center daily operation.
"
Senior Linux System Engineer,Link Datacenter,4 days ago,"Dokki, Giza, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Engineering · Communication Engineering · Information Technology (IT) · Computer Science · Installation · Maintenance · Solaris · CentOS · RedHat · NGINX,https://wuzzuf.net/jobs/p/dN0ihYM6x40A-Senior-Linux-System-Engineer-Link-Datacenter-Giza-Egypt?o=38&l=sp&t=sj&a=python|search-v3|hpb,"-Developing processes and procedures for ongoing management of the system environments.
-Updating the technical documentation and the team knowledge base.
-Researching and recommending innovative, and where possible automated approaches for system administrations tasks.
-Mentoring and developing junior team members of system engineers as required.
-Assessing new technologies and products, applying industry best practices and methodologies to engineering and operations activities.
-Providing on-call consulting advice and technical support to external/internal customers regarding specific operational/applications issues.
-Participating in the overall secure design and performance of system/server’s environment.
-Conducting periodic safety tests of system performance, reliability, and load, assists the service desk and operations in resolving system performance issues.
-Taking lead in resolving operational issues, performing root cause analysis, and implementing necessary corrective actions to prevent re-occurrence.
"
Big Data Engineer - Jumia Food,Jumia,12 days ago,"Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Computer Science · Information Technology (IT) · Big Data · Computer Engineering · Java · Hadoop · Linux · C++ · Agile · Python,https://wuzzuf.net/jobs/p/qUbatMoFnAm2-Big-Data-Engineer---Jumia-Food-Jumia-Cairo-Egypt?o=39&l=sp&t=sj&a=python|search-v3|hpb,"-Contribute to the design and construction of the company data lake
-Collect, store, process, and support the analysis of huge sets of data, both structured and unstructured
-Choosing optimal solutions to use in big data use cases, then maintain, implement, monitor and integrate them with the data and IT architecture used across the company
-Build and teach the company about big data technologies, participate actively in the journey setup, from the discovery phase until the corporate data-centric transformation
-Build solutions with key concepts: security and privacy by design
"
DevOps Engineer,Valify,7 days ago,"Maadi, Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · DevOps · Jenkins · NoSQL · Git · Python · security · CI/CD · Kubernetes · AWS · Information Technology (IT),https://wuzzuf.net/jobs/p/BoViImStr9ab-DevOps-Engineer-Valify-Cairo-Egypt?o=40&l=sp&t=sj&a=python|search-v3|hpb,"-To help build functional and scalable systems that speak quality and proficiency,
-You will be primarily responsible for product deployment, updates, identifying production issues and implementing integrations that meet customer needs.
"
Senior PHP Laravel Developer,Testing Geeks,9 days ago,"Dokki, Giza, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · computer · Computer Science · Information Technology (IT) · Engineering · Problem Solving · Software Development · JavaScript · PHP Laravel · Python · MySQL,https://wuzzuf.net/jobs/p/ZjlrFtH3GchU-Senior-PHP-Laravel-Developer-Testing-Geeks-Giza-Egypt?o=41&l=sp&t=sj&a=python|search-v3|hpb,"-To ensure adherence to our internal procedures regarding Quality, Security, Incident Management, Problem Management, Change Management, and Service Level Management.
-Provide end-to-end support/operations service to clients through investigation, diagnosis, and fix preparation To provide the client means to resolve tickets and to provide information and knowledge about the solution.
-To provide scripts for data rectification for data-related issues cause by a bug in the modules.
-To find root causes through problem management to reduce incidents and increase customer satisfaction.
-To manage change lifecycle end to end so that customer new requirements are addressed as fast as possible.
-To perform a health check on the application level.
-Developing front end and back end websites
-Designing and developing APIs.
-Ensuring cross-platform optimization for mobile phones
-Troubleshooting issues in the product (application and data), database server, web server (IIS), and networks, to minimize the risk of disruptions
-Ensuring reviews are fully documented and actions are raised and fulfilled
-Being involved in changes to the service operation tools, processes, and working practices
-Undertaking continuous improvement in the operation
-Coordinating with Product Development and Implementation teams to support product updates
-Create security and data protection settings.
-Build features and applications with a mobile responsive design.
"
Senior Java Developer,FlairsTech,16 days ago,"Maadi, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Java · English · Computer Science · Software Engineering · Information Technology (IT) · Software Development · Angular · c++ · Engineering · MVC,https://wuzzuf.net/jobs/p/7pjq0f3is4Po-Senior-Java-Developer-FlairsTech-Cairo-Egypt?o=42&l=sp&t=sj&a=python|search-v3|hpb,"-We are looking for a Java Developer with experience in building high-performing, scalable, enterprise-grade applications.
-You will be part of a talented software team that works on mission-critical applications. Java developer roles and responsibilities include managing Java/Java EE application development while providing expertise in the full software development lifecycle, from concept and design to testing.
"
Automation Testing Engineer,OPPO Egypt ,15 days ago,"New Cairo, Cairo, Egypt ",Full timeEntry Level · 0 - 1 Yrs of Exp · Automation Testing · Computer Science · Automation · Engineering · Software · test automation · Testing · Java · Information Technology (IT) · Programming,https://wuzzuf.net/jobs/p/TDaGPRw1qP7F-Automation-Testing-Engineer-OPPO-Egypt-Cairo-Egypt?o=43&l=sp&t=sj&a=python|search-v3|hpb,"-Follow testing schedule and plan according to project requirements.
-Creates and executes basic test scripts following a given set of guidelines and sets up test environments and monitors.
-Accurately identifies project risks and reports effectively to relevant stakeholders.  
-Submit Software defects, help the developing team to point and fix bugs.
"
Segmentation & Data Mining Supervisor,Etisalat Misr,18 days ago,"New Cairo, Cairo, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · data mining · analysis · python · Tableau · excel · power query · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/SAoFTINHTUwf-Segmentation-Data-Mining-Supervisor-Etisalat-Misr-Cairo-Egypt?o=44&l=sp&t=sj&a=python|search-v3|hpb,"-Increasing the total incremental revenue by identifying the business, opportunities and business risk for each customer including the full CVM cycle and campaign prioritization engine on gain/loss
-Translate conceptual questions into data-driven analyses to allow leaders to make informed decisions
-Collect data and analyze for trends, patterns, summaries
-Use statistical techniques or programming software to create algorithms and predictive models
-Create visualizations of data to report to shareholders in the form of reports or presentations
-Predict future trends within the organization for specific product or service
-Produce actionable business insights
-Strong understanding of statistical analysis, predictive modeling
-Ability to develop analytical approaches to answer high-level questions that contribute in developing insightful recommendations
-Use insights from data analysis to identify new opportunities for user base growth and retention
-Identify and spot the related variable to any problem on hand that will get a high precision and accuracy for the model when implemented
-Build attractive and valuable dashboards that will help the executive in taking their proper decision
-Supporting segments, planning team and top management with regular business reviews, analysis and dashboard(s) to monitor the execution of targeted marketing campaign.
-Developing a new segmentation-reporting suite and segmentations dashboard(s) to ensure the integration of the final segmentation products with group systems and processes.
"
Devops Engineer - Fully Remote,GIG Tech  ,17 days ago,"Cairo, Egypt ",Full timeWork from homeEntry Level · 1+ Yrs of Exp · Cloud · Bash · DevOps · Kubernetes · Linux · PowerShell · Python · packer · qemu · terraform,https://wuzzuf.net/jobs/p/erxw5w12ZaDo-Devops-Engineer---Fully-Remote-GIG-Tech-Cairo-Egypt?o=45&l=sp&t=sj&a=python|search-v3|hpb,"-Plan, create and maintain our image solution for our cloud.
-Work closely with our engineers to deliver complete and tested images that will perform well on our cloud infrastructure.
-Be a team player and keep in touch with the colleagues in our remote office environment.
-Attend daily agile meetings with our engineering team to sync on your progress.
"
Computer Science Teacher,iSchool,16 days ago,"New Cairo, Cairo, Egypt ",Full timeWork from homeEntry Level · 0 - 10 Yrs of Exp · Computer Science · Instructor · Training · Teaching · Science · Computer · Programming · Python · Robotics · Software,https://wuzzuf.net/jobs/p/ywqBPSoX3vL5-Computer-Science-Teacher-iSchool-Cairo-Egypt?o=46&l=sp&t=sj&a=python|search-v3|hpb,"-Instruct and Lead Membership sessions, Educational Camps, Workshops, introductory sessions or educational Competitions for students, and Deliver knowledge using STEAM educational approach.
-Asses the assigned students and write a detailed professional feedback for each student following their Assigned sessions with a maximum time limit of 24 hours.
-Model, deliver, and craft rich student-centered learning experiences with a combination of pedagogical skills, Technical skills in any of the specified Areas (Computer Science – Robotics – Graphic design) and a great sense of positive Teaching.
-Manage the classroom with the required session’s standards and Create a positive classroom culture that encourages positive instructor – student relationships, Deep Learning, Collaboration and Consistent Communication.
-Create and implement strategies for weaving STEAM experiences into multi-disciplinary curricula for students with an age that ranges between 6 – 17.
-Answer and support Students questions, constantly evaluate and oversee their overall progress to enhance their knowledge and outputted work quality through session’s feedback, generating periodic Documented Evaluation Reports for updating student’s parents, group related instructors and upper management.
-Support parent’s technical / educational queries about the sessions content, sessions process and student’s progress with the help of the Team Leader Assigned.
"
Graduate Internship - Chat Bot Software Developer,Seuqel Solutions,13 days ago,"Cairo, Egypt ",InternshipEntry Level · Python · Node.js · Computer Science · ReactJS · front-end · Software Development · Software Engineering · Information Technology (IT) · Computer Engineering · IT/Software Development,https://wuzzuf.net/jobs/p/uGwXPSRPts8E-Graduate-Internship---Chat-Bot-Software-Developer-Seuqel-Solutions-Cairo-Egypt?o=47&l=sp&t=sj&a=python|search-v3|hpb,"-Create chatbots in Dialogflow & NodeJS
-Train chatbots to improve responses from user data
-Integrate chatbots to third party distribution channels eg FB, Slack, WA, Google etc
"
Director Of Engineering,Unvc,13 days ago,"Cairo, Egypt ",Full timeSenior Management · 3+ Yrs of Exp · Python · JavaScript · Typescript · Engineering · Planning · Management · Project Management · Git · CI · IT/Software Development,https://wuzzuf.net/jobs/p/evyjZf69INPu-Director-Of-Engineering-Unvc-Cairo-Egypt?o=48&l=sp&t=sj&a=python|search-v3|hpb,"-As a Director of Engineering, you'll make sure the team of software developers and QAs can and will work smoothly, producing the desired results. 
-There should be company-wide and project-wide standards. Source code will be monitored, dockerized, run, CI, all under your Hitler-like control. No mercy. No excuses. No escape. 
-You're not responsible for what they have to achieve, but for their work environment, their software-based supervision and control, for the “team as a machine” running perfectly. 
-You'll oversee all the engineering activities in the software development.
"
Apigee Developer,Ejada (Cairo),19 days ago,"Cairo, Egypt ",Full timeExperienced · 3 - 7 Yrs of Exp · apigee · JavaScript · REST · SOAP · JSON · Computer Engineering · Apigee Edge · OAuth · JWT · Python,https://wuzzuf.net/jobs/p/U2Hu7wzyNoBj-Apigee-Developer-Ejada-Cairo-Cairo-Egypt?o=49&l=sp&t=sj&a=python|search-v3|hpb,"-Work with technical lead to create technical design docs
-Develop API proxies, shared flows and do unit testing
-Troubleshooting API failure using Apigee Edge
"
Odoo Developer,Perfect Presentation,19 days ago,"6th of October, Giza, Egypt ",Full timeExperienced · 5+ Yrs of Exp · Odoo · Computer Science · Information Technology (IT) · Python · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/AjYNkF3Jlvgs-Odoo-Developer-Perfect-Presentation-Giza-Egypt?o=50&l=sp&t=sj&a=python|search-v3|hpb,"-Good background in developing scalable, high quality Odoo applications.
-Should have Python experience as well as a solid understanding of Object Oriented Design and Programming. 
-Developing a new Odoo modules and customization existing modules.
-Working with different versions of Odoo V7.0, V8.0, V11.0,V12.0,V13.0.
-knowledge in HR, Sales, Purchase, and Accounting Modules.
-Integrating Odoo with other business systems.
-Good experience in HTML, XML, JavaScript, and JQuery.
-RDBMS Database: PostgreSQL. 
-Good experience in Linux / window OS.
"
Senior Software Backend Engineer,fetchr,20 days ago,"Alexandria, Egypt ",Full timeExperienced · 3 - 6 Yrs of Exp · Computer Engineering · Computer Science · Engineering · Information Technology (IT) · Python · Software Engineering · Software Development · Software · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/toScmHh6bqoB-Senior-Software-Backend-Engineer-fetchr-Alexandria-Egypt?o=51&l=sp&t=sj&a=python|search-v3|hpb,"-Collaborates with the engineering team in the development and initiation of new software designs and architectures
-Reviews and is a key contributor for design and code inspections
-Writes, translates, and codes software programs and applications according to specification as needed
-Runs and monitors performance tests on new and existing software for the purposes of correcting mistakes, isolating areas of improvement, and general debugging
-knowledge of development best practices
-Provides guidance to junior software development staff
-Provides technical support to team members
-Strong communication skills
-Must be a team player with the ability to work with all parts of the organization
-Problem solving skills and the ability to get the job done
"
Apigee Expert,Ejada (Cairo),19 days ago,"Cairo, Egypt ",Full timeExperienced · 5 - 9 Yrs of Exp · JavaScript · Java · Python · CI/CD environments Maven · Jenkins · Git · REST · Apigee flows · EST API · JSON,https://wuzzuf.net/jobs/p/5lsJc4difrN0-Apigee-Expert-Ejada-Cairo-Cairo-Egypt?o=52&l=sp&t=sj&a=python|search-v3|hpb,"-Coordinate effort across teams to identify and define API needs
-Define REST API/JSON specification
-Design Apigee flows based on API spec
-Define test cases for API
-Implement requirements of the API layer like security, custom analytics, throttling, caching, logging, monetization, request and response modifications etc. using Apigee
-Build API developer portal for service providers to on board app developers, add API documentation and customize using Drupal
"
Data Engineer (DBT/Looker/BigQuery),360Imaging,20 days ago,"Dokki, Giza, Egypt ",Full timeWork from homeExperienced · 5+ Yrs of Exp · Analysis · DBT · ML · Looker · Tableau · Python · SQL · Computer Engineering · Computer Science · Data Engineer,https://wuzzuf.net/jobs/p/FconPoRZlrf6-Data-Engineer-DBTLookerBigQuery-360Imaging-Giza-Egypt?o=53&l=sp&t=sj&a=python|search-v3|hpb,"-Develop and optimize large-scale batch and real-time data pipelines that ingest structured and unstructured data from a variety of sources
-Manage incoming data requests and prioritize the highest value projects in an organized fashion
-Take over and scale our DBT and Looker setup
-Use your master SQL skills to craft cutting edge data solutions
-Punch through ambiguity and a growing level of complexity when it comes to our organization's data
-Utilize Machine Learning Algorithms to perform forecasting and prediction analysis
"
"Senior Test Automation Engineer (Selenium, Cypress)",360Imaging,19 days ago,"Dokki, Giza, Egypt ",Full timeWork from homeExperienced · 3+ Yrs of Exp · Software Testing · Test Automation · Agile · QA · Selenium · Jira · Computer Science · Software · Engineering · API,https://wuzzuf.net/jobs/p/lpiB65lv8qoj-Senior-Test-Automation-Engineer-Selenium-Cypress-360Imaging-Giza-Egypt?o=54&l=sp&t=sj&a=python|search-v3|hpb,"-Design testing scenarios and test cases that will demonstrate conformance to all functional and non-functional requirements, relative to the test levels, as defined in business or technical specifications for the different software applications (Web, Desktop and Mobile Applications). .
-Identify test cases that may be candidates for automation and create test scripts for it
-Develop automated tests, and execute functional, application, and regression based tests. And contribute to the automation framework where required
-Record and document test results compare to expected results
-Retesting and validation on fixes of bugs or implementation of new features
-Maintain the created test cases and test scripts as the apps get changes
-Carry out manual testing of test cases
-Carry out explorative and regression testing where appropriate
-Involved in all the different testing activities/processes
-Collaborate with a cross-functioning and self-organizing team to design and ship apps iteratively in an Agile environment.
-Collaborate in test planning and in the improving of the “manual and automation” testing processes/activates
-Review the tasks delivered by the team while following up on its progress and ensure that it meets the determined criteria
-Report test execution and project quality status to the team lead.
-Constantly be on the lookout for ways to improve monitoring, discover issues, and deliver better value to the customer.
-Work within an agile, self-organizing team
"
System Administrator (Linux) - Alexandria,Softxpert Incorporation ,21 days ago,"Alexandria, Egypt ",Full timeEntry Level · 1 - 2 Yrs of Exp · Information Technology (IT) · Engineering · Communication Engineering · Computer Science · English · Git · MySQL · Python · System Administration · System Administrator,https://wuzzuf.net/jobs/p/Fyw0SlNAbsxF-System-Administrator-Linux---Alexandria-Softxpert-Incorporation-Alexandria-Egypt?o=55&l=sp&t=sj&a=python|search-v3|hpb,"-Production servers monitoring and take corrective actions.
-Implement and execute solutions that increase servers availability
-Backup, restore, and disaster recovery plans.
-Maintain servers security (Be update with security solutions and take corrective actions).
-Maintain clean servers structure.
-Plan and execute high availability solutions.
-Recommend new technologies or process improvements
-Maintain Automation scripts for any manual work
-Install, Configure, Deploy and maintain production servers especially on cloud-based
-Maintain Production and Staging servers performance and security
"
3D Software Developer,Bee Digital 360,27 days ago,"Dokki, Giza, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · Engineering · Computer Science · Mechatronics · Python · Software Development · Unity 3D · Information Technology (IT) · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/eDJJgw8kRbqJ-3D-Software-Developer-Bee-Digital-360-Giza-Egypt?o=56&l=sp&t=sj&a=python|search-v3|hpb,"-Specialize and skilled software developers that design and build 3d models using Unity, the Matlab software. Preferred Blender.
-Able to use the blender and enhance any blender script to enhance its python script.
-It's preferable that the developer has some knowledge in linking the scripts with SBC and is experienced with Linux.
"
Product Application Engineer,Egybell,21 days ago,"Maadi, Cairo, Egypt ",Full timeExperienced · 4 - 8 Yrs of Exp · Computer Science · Computer Engineering · Linux · Software Development · Information Technology (IT) · Electrical Engineering · JSON · MySQL · Python · SQL,https://wuzzuf.net/jobs/p/niqoVy5lNjxi-Product-Application-Engineer-Egybell-Cairo-Egypt?o=57&l=sp&t=sj&a=python|search-v3|hpb,"-Provide troubleshooting and technical support via phone, web-based tools and email
-Answer questions from customers, prospective customers and field personnel about the features and capabilities of VIAVI’s VIA product suite.
-Developing customer-facing documentation for our website on an as-needed basis
-Conducting root cause analysis that will lead to effective problem solving
-Work closely with other groups including R&D and manufacturing to implement enhancements that improve product reliability and serviceability
-Take ownership of customer issues reported and see problems through to resolution
-Follow standard procedures for proper escalation of unresolved issues to the appropriate internal teams
-Provide prompt and accurate feedback to customers
-Prepare accurate and timely reports
"
Software QC Manager,360Imaging,20 days ago,"Dokki, Giza, Egypt ",Full timeWork from homeManager · 7+ Yrs of Exp · Software · Software Development · Software Testing · Test Automation · Jira · Computer Science · Information Technology (IT) · Agile · Testing · Engineering,https://wuzzuf.net/jobs/p/bInUagWMpIhI-Software-QC-Manager-360Imaging-Giza-Egypt?o=58&l=sp&t=sj&a=python|search-v3|hpb,"-360imaging is the world leader in the field of computer-guided surgery and 3D Dentistry offering highly innovative products that allow dentists to simulate medical surgeries in 3D using the latest 3D and Medical Imaging Technologies.
"
"Junior Trader - Dubai, UAE",Cobblestone Energy,24 days ago,"Dubai, United Arab Emirates ",Full timeEntry Level · 0 - 5 Yrs of Exp · Trading · Mathematics · Engineering · Analysis · Numerical Analysis · Financial Markets · Python · Microsoft Excel · Purchasing/Procurement · Engineering - Oil & Gas/Energy,https://wuzzuf.net/jobs/p/DgTyIdlROTAX-Junior-Trader---Dubai-UAE-Cobblestone-Energy-Dubai-United-Arab-Emirates?o=59&l=sp&t=sj&a=python|search-v3|hpb,"-Lifelong learning with continuous reflection.
-Independent thinking through a meritocracy of ideas.
-The team is more important than the individual.
-Being the best in any market we enter.
-Hiring and keeping only the most effective people.
"
.Net Developer,Egybell,26 days ago,"Maadi, Cairo, Egypt ",Full timeEntry Level · 1 - 4 Yrs of Exp · .Net · Engineering · Information Technology (IT) · MVC · English · Software Development · Python · Computer Science · AWS · MVC Architecture,https://wuzzuf.net/jobs/p/pqxGyR0gahmd-Net-Developer-Egybell-Cairo-Egypt?o=60&l=sp&t=sj&a=python|search-v3|hpb,"-Designing, executing, assessing, and troubleshooting software programs and applications 
-Configuring, analyzing, designing, coding, developing, unit testing and documenting software specifications throughout the project life cycle.
-Contributing in the estimates of the project, the quality and timeliness of the deliverables and the project’s compliance to the organizational processes and standards.
"
Structural BIM Project Engineer,Pinnacle Real Estate Investments and Development Management,25 days ago,"Maadi, Cairo, Egypt ",Full timeExperienced · 2 - 7 Yrs of Exp · Civil Engineering · Project Management · Project · Primavera · Management · BIM · Engineering · Programming · Python · Engineering - Construction/Civil/Architecture,https://wuzzuf.net/jobs/p/oX0fuua8NxLK-Structural-BIM-Project-Engineer-Pinnacle-Real-Estate-Investments-and-Development-Management-Cairo-Egypt?o=61&l=sp&t=sj&a=python|search-v3|hpb,-Nothing
Odoo Developer,BlueBell,29 days ago,"New Cairo, Cairo, Egypt ",Full timeFreelance / ProjectWork from homeExperienced · 2 - 3 Yrs of Exp · CSS · Odoo · JavaScript · Web Development · Information Technology (IT) · Python · Development · HTML · jQuery · Computer Science,https://wuzzuf.net/jobs/p/JKPJIz7O1Dgt-Odoo-Developer-BlueBell-Cairo-Egypt?o=62&l=sp&t=sj&a=python|search-v3|hpb,"-Design, Development and testing of Odoo (Open ERP) Modules, projects, products and interfaces (Using Python) .
-Configuration, Installation and maintenance of server and multi-database Odoo/Ubuntu environments.
-Maintain and monitor Odoo server & customize Odoo add - ons .
-Implementing new features. Create& customize reports.
-Create new functional business modules.
-Integrate Odoo with other web applications.
-Setup, maintain & monitor Odoo servers.
-Support of a real usability and testing team. job requirements
"
Odoo Developer,Pan Marine Group,26 days ago,"Alexandria, Egypt ",Full timeExperienced · 2 - 4 Yrs of Exp · Software · Software Engineering · Software Development · Information Technology (IT) · Computer Science · SQL · Python · javaScript · OOD · OOP,https://wuzzuf.net/jobs/p/3kUXUyvRD4vj-Odoo-Developer-Pan-Marine-Group-Alexandria-Egypt?o=63&l=sp&t=sj&a=python|search-v3|hpb,"-Develop code based on the specifications provided
-Participate in code development by actively writing code and conducting unit testing
-Handle existing software problems and carry out requested changes
-Make Unit testing to the code before release as required, Fixing Issues
-Impact analysis for change requests
-Participate in Team meeting
-Maintaining the systems once they are up and running
"
Senior .NET SW Engineer - C#,ICT Cube,26 days ago,"Maadi, Cairo, Egypt ",Full timeExperienced · 7+ Yrs of Exp · ASP.NET · .NET · Software Development · Software Engineering · Computer Science · Information Technology (IT) · OOP · System Design · Data Analysis · Data Structure,https://wuzzuf.net/jobs/p/yxe3ReIzQeyt-Senior-NET-SW-Engineer---C-ICT-Cube-Cairo-Egypt?o=64&l=sp&t=sj&a=python|search-v3|hpb,"-Participate in requirements analysis
-Collaborate with internal teams to produce software design and architecture
-Write clean, scalable code using .NET programming languages
-Test and deploy applications and systems
-Revise, update, refactor and debug code
-Improve existing software
-Develop documentation throughout the software development life cycle (SDLC)
-Serve as an expert on applications and provide technical support
"
Staff Software Engineer (Customer Domain Team),Nana,26 days ago,"Sheraton, Cairo, Egypt ",Full timeExperienced · 8+ Yrs of Exp · Computer Science · Information Technology (IT) · Networking · Programming · Python · Software · Software Development · Software Engineering · Troubleshooting · Debugging,https://wuzzuf.net/jobs/p/xsgTa8wQHQbM-Staff-Software-Engineer-Customer-Domain-Team-Nana-Cairo-Egypt?o=65&l=sp&t=sj&a=python|search-v3|hpb,"-Perform feasibility studies to validate capability and functionality.
-Create new concepts from initial design to market release.
-Guide support personnel and handle projects.
-Draft and submit intellectual property.
-Document all phases of research and development.
-Research and assess current technologies.
-Evaluate and synthesize vendor activities to assist development.
-Draft and submit professional articles for technical journals.
-Develop and execute complex, multi-tier distributed software search applications.
-Create technical and domain expertise and apply to products and problems.
-Offer advanced technical expertise to design and develop software applications.
-Calculate development tasks and set up plans for deliverables on release deadlines.
-Manage and assist current software applications.
-Determine and resolve complex application issues and bugs.
-Assess and write code to improve or extend applications.
"
Senior Software Developer,GET Group- Egypt,24 days ago,"Sheraton, Cairo, Egypt ",Full timeExperienced · 4 - 7 Yrs of Exp · Information Technology (IT) · Computer Science · Computer Engineering · Software Development · Software Engineering · C# · WCF · WPF · MVC · C++,https://wuzzuf.net/jobs/p/sZZ9LzFVg3bv-Senior-Software-Developer-GET-Group--Egypt-Cairo-Egypt?o=66&l=sp&t=sj&a=python|search-v3|hpb,"-Develop coding design and write codes on the software programs and applications based on the baseline design document prepared by the Software Designer and submitted by the Team Leader.
-Review and recommend changes using the baseline design documents.
-Implement the design components and submit to the Team Leader to assemble the product components according to the product integration plan.
-Execute test cases, resolve all reported defects, and communicate them to the testers to verify their closure.
-Develop installation media and hand it over to the Team Leader for review.
-Coach and support other Software Developers.
-Perform any other related job duties as requested by the direct supervisor.
"
Data Engineer (Dbt/Looker/Snowflake),360Imaging,25 days ago,"Dokki, Giza, Egypt ",Full timeWork from homeEntry Level · 1 - 5 Yrs of Exp · Analysis · Python · SQL · LMS · DBT · Data Analysis · Data · Looker · Scripting · BI,https://wuzzuf.net/jobs/p/2DuWqwDosnyk-Data-Engineer-DbtLookerSnowflake-360Imaging-Giza-Egypt?o=67&l=sp&t=sj&a=python|search-v3|hpb,"-Develop and optimize large-scale batch and real-time data pipelines that ingest structured and unstructured data from a variety of sources
-Manage incoming data requests and prioritize the highest value projects in an organized fashion
-Take over and scale our DBT and Looker setup
-Use your master SQL skills to craft cutting edge data solutions
-Punch through ambiguity and a growing level of complexity when it comes to our organization's data
-Communicate data-backed findings to a diverse constituency of internal and external stakeholders
"
Junior Devops Engineer,Raya Customer Experience,28 days ago,"New Cairo, Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · Java · Computer Science · Agile · Docker · Engineering · DevOps · JavaScript · Python · Software Development · Software Engineering,https://wuzzuf.net/jobs/p/k1HKloutyxXT-Junior-Devops-Engineer-Raya-Customer-Experience-Cairo-Egypt?o=68&l=sp&t=sj&a=python|search-v3|hpb,"-Documentation: Writes specifications and documentation for the server-side features.
-Systems analysis: Analyzes the technology currently being used and develops plans and processes for improvement and expansion. The DevOps engineer provides support for urgent analytic needs.
-Development: Develops, codes, builds, installs, configures, and maintains IT solutions.
-Project planning: Participates in project planning meetings to share their knowledge of system options, risk, impact, and costs vs. benefits. In addition, DevOps engineers communicate operational requirements and development forecasts.
-Testing: Tests code, processes, and deployments to identify ways to streamline and minimize errors.
-Deployment: Uses configuration management software to automatically deploy updates and fixes into the production environment.
-Maintenance and troubleshooting: Perform routine application maintenance to ensure the production environment runs smoothly. Develops maintenance requirements and procedures.
-Performance management: Recommends performance enhancements by performing gap analysis, identifying alternative solutions, and assisting with modifications.
-Management: Depending on the size of the organization, the DevOps engineer may also be responsible for managing a team of DevOps engineers.
"
STEM And Robotics Teacher,The Innovation Hub,27 days ago,"Shorouk City, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Robotics · Arduino · Python · STEM · Education · CAD · IT/Software Development · Engineering - Mechanical/Electrical · Education/Teaching,https://wuzzuf.net/jobs/p/gO28HOVT3P7b-STEM-And-Robotics-Teacher-The-Innovation-Hub-Cairo-Egypt?o=69&l=sp&t=sj&a=python|search-v3|hpb,"-Developing engaging STEM lesson plans in line with the curriculum objectives.
-Planning daily lessons.
-Monitoring student growth to identify strengths and areas for improvement.
-Using learner data to constantly refine your curriculum.
-Providing regular feedback to students.
"
Data Scientist,360Imaging,27 days ago,"Dokki, Giza, Egypt ",Full timeWork from homeExperienced · 3+ Yrs of Exp · Analysis · Python · SQL · LMS · DBT · Data Analysis · Data · Looker · Scripting · BI,https://wuzzuf.net/jobs/p/8zc9LyCXF5gi-Data-Scientist-360Imaging-Giza-Egypt?o=70&l=sp&t=sj&a=python|search-v3|hpb,"-Own every part of the data and strategy cycle for your problem(s) - data capture design, strategy and metrics development, analytics frameworks, accessible reporting, coaching of business stakeholders, deep-dive analyses, ML for scaling, etc
-Be a cross-functional leader, bringing together all business groups and technical groups to get the job done
-Own your problem space itself. Be a full partner to business/technical stakeholders.
-Ask the questions no one has thought of, and figure out when a full reframing might be necessary.
"
